CODIGO;CODBARRA1;CODBARRA2;CODBARRA3;CODAUXILI1;CODAUXILI2;DESCRICAO;DESCREDUZI;DESCDETA1;DESCDETA2;DESCDETA3;DESCDETA4;LOCALIZA;SUBGRUPO;GRUPO;DEPARTAMEN;MARCA;PRECOVENDA;MARGEM;ESTOQUE;ESTOQUEMIN;ESTOQUEIDE;ESTOQUEPEN;UNIDADE;PESO;SITUACAO;TIPO;DATAALT;AGRUPAMENT;FRACIONADO;CUSTOMEDIO;PERCOMIS;NAOCOMIS;FATORCONV;CST;ORIGEM;NCM;ICMSIN;ICMSINREV;ICMSININD;ICMSINPER1;ICMSINPER2;ICMS;ICMSCN;ICMSCR;ICMSINDU;ICMSPER1;ICMSPER2;PISCOF;ALIPI;CREDICMS;PPB;FABPROPRI;RECSTANT;GRADEPRINC;GRADE1;GRADE2
3048;30489;;;;;IMPRESSORA LASER HP 2014N;IMPRESSORA LASER;;;;;;64;1;1;0;899;40;0;0;0;0;;0;A;N;20150918;0;;644,086;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3050;30502;;;;;TONER RECICL 6002 RECARGA YELLOW;TONER RECARGA;;;;;;17;1;1;0;95;40;1;0;0;0;;0;A;N;;0;;65;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;7,8;0;;;0;0;0
3051;30519;;;;;FONTE ATX 430W COLETEK;FONTE P4;;;;;;16;1;1;0;95;40;0;2;0;0;;0;A;N;20140428;0;;64,9;0;;;;0;;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3052;30526;;;;;LAMPADA ECONOMICA COMPACTA 21W;LAMPADA ELETRONICA;;;;;;8;1;0;0;14;100;0;10;0;0;;0;A;N;;0;;6,938;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,833;0;;;0;0;0
3054;30540;;;;;MOUSE USB LASER GENIUS PTO/PTA;MOUSE LASER;;;;;;10;1;0;0;29;50;0;5;0;0;;0;A;N;;0;;18,718;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3055;30557;;;;;JOYSTICK MULTILASER USB/PS2 DUAL SHOCK JS029;JOYSTICK MULTILASER;;;;;;8;1;1;0;42;50;0;1;0;0;;0;A;N;20140117;0;;28,715;0;;;;2;84716059;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3057;30571;;;;;PORTA CDS PARA 28 CDS KELPEX;PORTA CDS 28 ESTOJO;;;;;;8;1;0;0;12;50;0;0;0;0;;0;A;N;;0;;6,436;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,772;0;;;0;0;0
3058;30588;;;;;MOUSE USB PINK TEEN ROSA;MOUSE OPTICO;;;;;;10;1;0;0;27;50;0;5;0;0;;0;A;N;;0;;16,22;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3060;30601;7,89903E+12;;;;APOIO GEL PARA TECLADO LEADERSHIP 8816;APOIO ERGONOMICO;;;;;;25;1;1;0;35;50;0;0;0;0;;0;A;N;20120218;0;;20,482;0;;;41;0;40161090;1;1;1;0;0;4;4;7;7;0;0;1;0;2,456;0;;;0;0;0
3063;30632;;;;;CABO CONVERSOR USB P/IMP.PARALELA MULTILASER WI198;CABO USB LPT1 ADAPTADOR;;;;;;7;1;1;0;45;50;0;2;0;0;;0;A;N;20121015;0;;28,008;0;;;;0;85444200;1;1;1;0;0;1;1;1;1;0;0;1;0;0,228;0;;;0;0;0
3069;30694;;;;;PEN DRIVE 8GB KINGSTON DTIG3/8GBZ AMARELO;DRIVE PEN DRIVE 8GB;;;;;;20;1;1;0;30;50;0;1;0;0;;0;A;N;20130813;0;;18,636;0;;;241;2;85235190;1;1;1;0;0;4;4;7;7;0;0;1;0;0,122;0;;;0;0;0
3081;30816;;;;;PROCESSADOR INTEL CEL D430 1.8 GHZ;CPU CEL 1.8;;;;;;2;1;1;0;135;40;7;3;0;0;;0;A;N;;0;;89,81;0;;;241;2;85423190;1;1;1;0;0;1;1;1;1;0;0;1;0;7,861;0;;;0;0;0
3083;30830;;;;;TONER RECICL 6000 RECARGA PRETO;TONER RECARGA;;;;;;17;1;1;0;95;40;0;0;0;0;;0;A;N;;0;;70;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3084;30847;8,84421E+11;8,84421E+11;;;CARTUCHO HP 74XL PRETO CB336WB 20ML;CARTUCHO HP CB336WB;;;;;;5;1;1;0;164,9;40;3;0;0;0;;0;A;N;20151112;0;;111,713;0;;;;4;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;13,11;645;;;0;0;0
3088;30885;;;;;MEMORIA DDR2 2048MB 800 KINGSTON;MEMORIA DDR 2GB;;;;;;4;1;1;0;175;40;0;5;0;0;;0;A;N;20120109;0;;98,589;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;11,388;0;;;0;0;0
3089;30892;;;;;IMPRESSORA HP MULT J4660 I/S/C/F;IMPRESSORA HP 4660;;;;;;64;1;1;0;289;40;0;1;0;0;;0;A;N;20120316;0;;196,72;0;;;41;4;84433111;2;2;2;0;0;9;9;9;9;0;0;1;0;23,61;582;;;0;0;0
3091;30915;;;;;FONE DE OUVIDO SMART CBX-151;FONE DE OUVIDO;;;;;;21;1;1;0;7;50;0;2;0;0;;0;A;N;20120109;0;;2,432;0;;;;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,292;0;;;0;0;0
3092;30922;;;;;SPEAKER SUB MULTILASER 2.1 PRETO SP080;SPEAKER SUBWOOFER;;;;;;24;1;1;0;55;50;0;0;0;0;;0;A;N;20130504;0;;35,632;0;;;;2;85182100;2;2;2;0;0;6;6;6;6;0;0;1;0;0,536;0;;;0;0;0
3095;30953;8,84421E+11;;;;CARTUCHO HP 74 PRETO CB335WB 6ML;CARTUCHO HP CB335WB;;;;;;5;1;1;0;59,9;40;6;1;0;0;;0;A;N;20151112;0;;40,69;0;;;41;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;4,775;645;;;0;0;0
3098;30984;;;;;WIRELESS PCMCIA D-LINK DWL-610;WIRELESS PCMCIA 64MBPS;;;;;;23;1;0;0;105;40;2;0;0;0;;0;A;N;;0;;71,235;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;8,548;0;;;0;0;0
3100;31004;;;;;SERV. LOCACAO DE EQUIPAMENTO;SERVICO LOCACAO MENSAL;;;;;;47;2;2;0;0;0;1;0;0;0;;0;A;S;20120630;0;;0;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3101;31011;;;;;ADAPTADOR DB9 M X DB25 M;ADAPTADOR DB9 M X DB25;;;;;;93;1;0;0;5;200;10;0;0;0;;0;A;N;;0;;1,334;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,16;0;;;0;0;0
3103;31035;;;;;FONTE NOTEBOOK UNIV. 90W HAYONIC;FONTE NOTEBOOK;;;;;;16;1;1;0;140;40;0;1;0;0;;0;A;N;20111130;0;;79,144;0;;;;0;85044010;1;1;1;0;0;1;1;1;1;0;0;1;0;5,634;0;;;0;0;0
3107;31073;;;;;"MONITOR LCD 17"" SAMSUNG WIDE";MONITOR LCD;;;;;;28;1;0;0;399;40;0;0;0;0;;0;A;N;;0;;296,507;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3110;31103;;;;;LIC. SOFT. OFFICE 2007 HOME & STUDANT 79G-00006;OFFICE 2007 HOME;;;;;;130;1;1;0;89;40;0;0;0;0;;0;A;N;20120629;0;;19,9;0;;;;2;0;1;1;1;0;0;3;3;3;3;0;0;1;0;0;0;;;0;0;0
3111;31110;;;;;MEMORIA MICRO SD 2GB KINGSTON;MEMORIA MICRO SD 2GB;;;;;;20;1;1;0;18;40;0;1;0;0;;0;A;N;20130625;0;;8,184;0;;;241;2;85235110;2;2;2;0;0;6;6;6;6;0;0;1;0;0,826;0;;;0;0;0
3112;31127;;;;;JOYSTICK VOLANTE E PEDAL GENIUS;JOYSTICK GENIUS;;;;;;8;1;0;0;99;40;0;1;0;0;;0;A;N;;0;;60,719;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;7,286;0;;;0;0;0
3119;31196;8,84421E+11;8,84421E+11;;;CARTUCHO HP 75 COLOR CB337WB 6ML;CARTUCHO HP CB337WB;;;;;;5;1;1;0;72,9;40;7;1;0;0;;0;A;N;20150715;0;;49,732;0;;;41;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;5,78;645;;;0;0;0
3120;31202;;;;;TONERORIGINAL HP CB435AB 35A PRETO;TONER LASER HP 35A CB435A;;;;;;17;1;1;0;180;40;0;0;0;0;;0;A;N;20141229;0;;122,4;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;14,69;0;;;0;0;0
3122;31226;;;;;KIT TECLADO SEM FIO C/ MOUSE MICROSOFT 1000;TECLADO WIRELESS 1000;;;;;;25;1;1;0;220;50;0;0;0;0;;0;A;N;20130706;0;;146,631;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3124;31240;;;;;MEMORIA DDR2 1024MB 800 KINGSTON;MEMORIA DDR 1024;;;;;;4;1;1;0;95;40;0;5;0;0;;0;A;N;20120109;0;;50;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3135;31356;;;;;TONER RECICL E120 RECARGA LEX;TONER LASER LEXMARK;;;;;;17;1;1;0;70;40;0;0;0;0;;0;A;N;;0;;50;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3137;31370;;;;;PLACA MAE INTEL G31PR S/V/R;PLACA MAE INTEL G31;;;;;;3;1;1;0;195;40;0;0;0;0;;0;A;N;20120109;0;;131,82;0;;;41;0;84733041;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3138;31387;;;;;WEBCAN MICROSOFT VX-500;WEB CAN VX500;;;;;;26;1;1;0;59;40;0;0;0;0;;0;A;N;;0;;35,99;0;;;;2;85258029;1;1;1;0;0;1;1;1;1;0;0;1;0;4,319;0;;;0;0;0
3140;31400;;;;;CARTUCHO WP 74 (4280);CARTUCHO WP 74;;;;;;6;1;0;0;10;30;0;0;0;0;;0;A;N;;0;;4,25;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,51;0;;;0;0;0
3141;31417;;;;;CARTUCHO WP 75 (4280);CARTUCHO WP 75;;;;;;6;1;0;0;15;30;0;0;0;0;;0;A;N;;0;;9;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,08;0;;;0;0;0
3142;31424;;;;;CARTUCHO WP 74 RECARGA;CARTUCHO WP 74;;;;;;6;1;0;0;20;78,57;0;2;0;0;;0;A;N;;0;;13;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,56;0;;;0;0;0
3143;31738;;;;;CARTUCHO WP 75 RECARGA COLOR;CARTUCHO WP 75;;;;;;6;1;0;0;30;87,5;0;1;0;0;;0;A;N;;0;;14;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,68;0;;;0;0;0
3147;31479;7,89846E+12;;;;JOYSTICK MULTILASER DUAL SHOCK USB JS030;JOYSTICK MULTILASER;;;;;;8;1;1;0;49,5;50;5;1;0;0;;0;A;N;20151030;0;;28,222;0;;;;2;84716059;2;2;2;0;0;6;6;6;6;0;0;1;0;0,766;0;;;0;0;0
3148;31486;;;;;MIDIA DVD-R DUAL LAYER MAXPRINT (UNIDADE);DUAL LAYER PRINTABLE;;;;;;18;1;1;0;3;50;0;5;0;3;;0;A;N;20150320;0;;1,33;0;;;241;2;85232090;2;2;2;0;0;6;6;6;6;0;0;1;0;0,108;0;;;0;0;0
3149;31493;;;;;PLACA DE CAPTURA GEOVISION GV250;PLACA MONITORAMENTO;;;;;;22;1;1;0;130;40;0;0;0;0;;0;A;N;20111119;0;;68,8;0;;;;0;84718000;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3154;31547;;;;;HD SATA 320GB 7200 WESTERN;HD SATA 320GB;;;;;;27;1;1;0;130;40;0;0;0;0;;0;A;N;20120109;0;;83,437;0;;;241;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;7,12;203;;;0;0;0
3155;31554;;;;;TONER ORIGINAL HP CB436AB 36A PRETO;TONER LASER HP 36A CB436A;;;;;;17;1;1;0;225;40;0;0;0;0;;0;A;N;20141229;0;;159,54;0;;;241;2;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;10,68;0;;;0;0;0
3156;31561;;;;;MALETA NOT TARGUS CVR200US PRETA 15.4 NEOPREME;MALETA PARA NOTEBOOK;;;;;;8;1;1;0;69;50;0;1;0;0;;0;A;N;20131010;0;;46,944;0;;;;0;42021900;1;1;1;0;0;4;4;7;7;0;0;1;0;0;0;;;0;0;0
3157;31578;4,71027E+12;;;;TECLADO USB GENIUS KB-06XE PRETO;TECLADO USB KB06XE;;;;;;25;1;1;0;49,9;50;1;0;0;4;;0;A;N;20151030;0;;29,823;0;;;241;2;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;2,669;0;;;0;0;0
3159;31592;;;;;VELCRO ORGANIZADOR DE CABOS (METRO);VELCRO METRO;;;;;;8;1;1;0;6;100;4;0;0;0;;0;A;N;20130611;0;;2,748;0;;;;0;58063900;1;1;1;0;0;4;4;7;7;0;0;1;0;0,215;0;;;0;0;0
3161;31615;;;;;CARREGADOR BATERIAS C/4 PILHAS SONY BCG34HLD4KN;CARREGADOR BATERIAS;;;;;;8;1;1;0;99;40;0;0;0;0;;0;A;N;20130221;0;;68,44;0;;;;0;85044010;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3163;31639;;;;;MOUSE USB GENIUS PRETO XSCROLL 800DPI;MOUSE USB;;;;;;10;1;1;0;25;50;0;5;0;0;;0;A;N;20120201;0;;11,92;0;;;;2;84716053;2;2;2;0;0;6;6;6;6;0;0;1;0;1,179;0;;;0;0;0
3164;31646;;;;;HD EXTERNO 500GB USB WESTERN PRETO MY PASSPORT;HD  EXTERNO 500GB;;;;;;27;1;1;0;280;40;0;0;0;0;;0;A;N;20140307;0;;195,903;0;;;;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;0;28;;;0;0;0
3165;31653;;;;;PAPEL SULFITE A4 500F TEMPO BRANCO;PAPEL SULFITE;;;;;;71;2;2;0;11;40;0;5;0;0;;0;A;N;;0;;7,5;0;;;;2;48025610;1;1;1;0;0;4;4;7;7;0;0;1;0;0,857;0;;;0;0;0
3167;31677;;;;;LIMPADOR DE CONTATOS CONTACMATIC;LIMPA CONTATOS;;;;;;8;1;1;0;15;100;1;0;0;0;;0;A;N;;0;;7,342;0;;;41;0;27101932;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3168;31684;;;;;CABO SERIAL PARA PLACA MAE DB9;CABO SERIAL;;;;;;7;1;1;0;10;100;0;0;0;0;;0;A;N;20150814;0;;6,062;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3170;31707;;;;;PECA FX2190 LATERAL ESQ TRAC. PAPEL;PECA FX2190;;;;;;85;2;0;0;21;40;0;0;0;0;;0;A;N;;0;;15;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3182;31820;;;;;MOUSE SEM FIO LEADERSHIP 2023 PRETO;MOUSE WIRELESS LEADERSHIP;;;;;;10;1;1;0;35;40;0;1;0;0;;0;A;N;20130823;0;;22,125;0;;;;0;84716053;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3185;31851;;;;;CARTUCHO COMPATIVEL EPSON TO631 FABER;CARTUCHO EPSON;;;;;;5;1;1;0;16;40;0;0;0;0;;0;A;N;20120510;0;;11,31;0;;;;0;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;1,357;0;;;0;0;0
3186;31868;;;;;CARTUCHO COMPATIVEL EPSON TO634 FABER;CARTUCHO EPSON;;;;;;5;1;1;0;16;40;0;0;0;0;;0;A;N;20120510;0;;11,31;0;;;;0;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;1,357;0;;;0;0;0
3187;31875;7,89851E+12;;;;FONE DE OUVIDO MULTILASER PH078 EARPHONE XTREAM BR;FONE DE OUVIDO;;;;;;21;1;1;0;25;50;1;2;0;0;;0;A;N;20141002;0;;14,17;0;;;;0;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,39;0;;;0;0;0
3188;31882;;;;;GRAVADOR DVD EXTERNO SONY;GRAVADOR DVD;;;;;;11;1;1;0;190;40;0;5;0;0;;0;A;N;20120511;0;;146,631;0;;;241;2;85423190;1;1;1;0;0;1;1;1;1;0;0;1;0;17,596;0;;;0;0;0
3189;31899;;;;;HD NOTE 160GB 5400 SAMSUNG IDE;HD 160GB NOTEBOOK;;;;;;27;1;1;0;210;40;0;0;0;0;;0;A;N;20120816;0;;139,05;0;;;;2;84717012;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3190;31905;8,84963E+11;;;;CARTUCHO HP 56B PRETO C6656BB 19ML;CARTUCHO HP C6656BB;;;;;;5;1;1;0;44,9;40;6;1;0;0;;0;A;N;20151121;0;;22,003;0;;;41;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;0;645;;;0;0;0
3191;31912;;;;;PLACA DE VIDEO PCI-E 1GB 9500GT ZOTAC;VGA PCI EXPRESS;;;;;;22;1;1;0;219;40;0;0;0;0;;0;A;N;20120109;0;;152,821;0;;;41;0;84733043;2;2;2;0;0;6;6;6;6;0;0;1;0;16,815;0;;;0;0;0
3192;31929;;;;;"MONITOR LCD 19"" LG 1953H";MONITOR LCD 19 POL;;;;;;28;1;0;0;449;40;0;0;0;0;;0;A;N;;0;;305,52;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3199;31998;;;;;IMPRESSORA LASER COLOR HP 1215;IMPRESSORA HP 1215;;;;;;64;1;1;0;799;40;0;0;0;0;;0;A;N;20150918;0;;569,794;0;;;41;0;84433235;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3204;32049;;;;;ADAPTADOR WIRELESS USB ENCORE 54;TLWN321G;;;;;;23;1;1;0;45;50;0;0;0;0;;0;A;N;20111119;0;;23,64;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3205;32056;7,89891E+12;;;;CABO USB IMP/SCANNER 3.0M PLUSCABLE;CABO USB;;;;;;7;1;1;0;15;100;9;3;0;0;;0;A;N;20150901;0;;5,082;0;;;41;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3208;32087;;;;;HD SATA 500GB 7200 WESTERN WD5000AAKX;HD SATA 500GB;;;;;;27;1;1;0;299;40;1;0;0;0;;0;A;N;20130209;0;;204,148;0;;;241;4;84717012;2;2;2;0;0;9;9;9;9;0;0;1;0;11,66;203;;;0;0;0
3211;32117;;;;;NOBREAK SMS NET WINNER 1300VA MONO;NOBREAK SMS 1300VA;;;;;;101;1;1;0;499;40;0;0;0;0;;0;A;N;20120109;0;;353,877;0;;;41;0;85044040;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3212;32124;;;;;PLACA MAE ASUS P5KLP-AM S/V/R;MB ASUS;;;;;;3;1;1;0;185;40;0;0;0;0;;0;A;N;20120109;0;;123,601;0;;;41;0;84733041;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3213;32131;;;;;MEMORIA DDR2 2048MB 667 MARKVISION;MEMORIA DDR 2GB;;;;;;4;1;1;0;140;40;0;5;0;0;;0;A;N;20130905;0;;94,482;0;;;241;2;84733042;2;2;2;0;0;6;6;6;6;0;0;1;0;0,01;0;;;0;0;0
3216;32162;;;;;CABO RCA DOURADO/EMBORRACHADO 2 RCA;CABO RCA AVIDEO;;;;;;7;1;0;0;5;200;0;0;0;0;;0;A;N;;0;;1,176;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,141;0;;;0;0;0
3218;32186;;;;;TONER ORIGINAL HP CB540AB 125A PRETO;TONER LASER 125A PRETO;;;;;;17;1;1;0;200;40;0;0;0;0;;0;A;N;20141229;0;;143,73;0;;;;4;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;914;;;0;0;0
3219;32193;;;;;PLACA MAE VSCOMPANY G31MXP-K S/V/R;PLACA MAE VS COMPANY;;;;;;3;1;1;0;150;40;0;0;0;0;;0;A;N;20120109;0;;95,572;0;;;41;0;84733041;2;2;2;0;0;6;6;6;6;0;0;1;0;11,469;0;;;0;0;0
3222;32223;;;;;MEMORIA SD 8GB KINGSTON CLASSE 4 SD4/8GB;MEMORIA SD 8GB;;;;;;20;1;1;0;32;50;0;1;0;0;;0;A;N;20121106;0;;21,28;0;;;;2;85235110;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3223;32230;;;;;COLETOR CHIPERLAB CPT-8001L;COLETOR TERM 8000;;;;;;8;1;1;0;1499;40;0;1;0;0;;0;A;N;20120306;0;;1155,617;0;;;;2;84719019;2;2;2;0;0;6;6;6;6;0;0;1;0;107,63;0;;;0;0;0
3224;32247;;;;;CARTUCHO CANON PG-40 PRETO;CARTUCHO CANON;;;;;;5;1;1;0;85;40;0;0;0;0;;0;A;N;20130126;0;;63;0;;;;0;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3225;32254;;;;;CARTUCHO CANON CL-41 COLOR;CARTUCHO CANON;;;;;;5;1;1;0;110;40;0;0;0;0;;0;A;N;20130126;0;;82;0;;;;0;84439923;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3227;32278;7,89894E+12;;;;NOBREAK NHS 600VA BIVOLT MINI III;NOBREAK;;;;;;101;1;1;0;289;40;0;0;0;0;;0;A;N;20130318;0;;200,98;0;;;;4;85044040;2;2;2;0;0;6;6;6;6;0;0;1;0;13,72;132;;;0;0;0
3228;32285;;;;;PLACA DE VIDEO PCI-E 512MB 8400GS ECS;VGA PCI EXPRESS;;;;;;22;1;1;0;140;40;0;0;0;0;;0;A;N;20120620;0;;86,099;0;;;241;2;84718000;2;2;2;0;0;6;6;6;6;0;0;1;0;8,985;0;;;0;0;0
3229;32292;;;;;WEBCAN CLONE 1.3MP PTO/PTA 10027;WEB CAN CLONE;;;;;;26;1;1;0;45;40;0;0;0;0;;0;A;N;;0;;29,9;0;;;;0;85258019;1;1;1;0;0;1;1;1;1;0;0;1;0;3,59;0;;;0;0;0
3231;32315;;;;;TONER RECICL 541A RECARGA CIANO;TONER RECARGA;;;;;;17;1;1;0;120;40;0;0;0;0;;0;A;N;;0;;60;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3232;32322;;;;;FONE HEADSET CLONE MINI 11080 PRATA/AZU;MICROFONE C/ FONE DE O;;;;;;21;1;1;0;20;50;0;3;0;0;;0;A;N;20141120;0;;10,033;0;;;;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;1,046;0;;;0;0;0
3233;32339;;;;;TONER RECICL 543A RECARGA MAGENTA;TONER RECARGA;;;;;;17;1;1;0;120;40;0;0;0;0;;0;A;N;;0;;86,562;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3234;32346;;;;;HEADSET C/ MICR. GENIUS PTO/PTA;MICROFONE C/ FONE DE O;;;;;;21;1;1;0;15;50;0;3;0;0;;0;A;N;20140905;0;;9,359;0;;;;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3236;32360;;;;;ACCESS POINT TRELLIS 54MBP;ACESS POINT TRELLIS;;;;;;23;1;1;0;150;40;0;0;0;0;;0;A;N;20130706;0;;102,197;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3237;32377;;;;;TONER RECICL 540A RECARGA BLACK;TONER RECARGA;;;;;;17;1;1;0;120;40;0;0;0;0;;0;A;N;;0;;72,708;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3238;32384;;;;;TONER RECICL 542A RECARGA YELLOW;TONER RECARGA;;;;;;17;1;1;0;120;40;0;0;0;0;;0;A;N;;0;;86,132;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3239;32391;;;;;CAMERA DIGITAL GENIUS 5.0 MP;CAMERA DIGITAL P5143;;;;;;95;1;0;0;230;40;0;0;0;0;;0;A;N;;0;;150;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;18;0;;;0;0;0
3243;32438;;;;;ROTEADOR WIR TP-LINK WR841ND 300MBPS;ACCESS POINT TPLINK;;;;;;23;1;1;0;175;40;2;0;0;2;;0;A;N;20150921;0;;102,476;0;;;241;2;85176241;2;2;2;0;0;6;6;6;6;0;0;2;0;17,293;0;;;0;0;0
3244;32445;;;;;COMP. BEMATECH CEL/512/80/2SER;COMPUTADOR SB5010;;;;;;92;1;1;0;825;30;0;0;0;0;;0;A;N;;0;;655,1;0;;;0;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3247;32476;;;;;PASTA TERMICA BISNAGA 10G IMPLASTEC;PASTA TERMICA COOLER;;;;;;8;1;1;0;7;100;7;0;0;0;;0;A;N;20140808;0;;1,77;0;;;41;0;29310029;1;1;1;0;0;4;4;7;7;0;0;1;0;0,212;0;;;0;0;0
3248;32483;;;;;CABO CONVERSOR USB P/ PORTA SERIAL INTEGRIS;CABO USB COM1 ADAPTADOR;;;;;;7;1;1;0;40;50;0;1;0;0;;0;A;N;20131010;0;;15,717;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3252;32520;;;;;CABO AUDIO RCA PARA P2 1,8M NIQUEL;CABO RCA AUDIO;;;;;;7;1;1;0;5;200;0;0;0;0;;0;A;N;20140813;0;;3,91;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3253;32537;;;;;CABO ADAPTADOR VGA PARA 2 MONITORES HITTO F020025;CABO MONITOR;;;;;;7;1;1;0;29;100;3;2;0;0;;0;A;N;20151121;0;;10,429;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
3255;32551;7,89815E+12;;;;FONE DE OUVIDO MULTILASER PH006 PRETO;FONE DE OUVIDO;;;;;;21;1;1;0;15;50;1;0;0;0;;0;A;N;20141002;0;;6,226;0;;;;0;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,171;0;;;0;0;0
3257;32575;;;;;WEBCAN C3TECH 1.3MP GRAFITE;WEB CAN;;;;;;26;1;0;0;39;50;0;0;0;0;;0;A;N;;0;;28,472;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
3259;32599;;;;;MOUSE PS2 INOVETECH PEQUENO;MOUSE OPTICO;;;;;;10;1;1;0;8,9;50;0;10;0;0;;0;A;N;20120229;0;;5,9;0;;;;;;2;2;2;0;0;6;6;6;6;0;0;1;0;0,708;0;;;0;0;0
3260;32605;;;;;MOUSE USB INOVETECH PRETO;MOUSE OPTICO USB;;;;;;10;1;0;0;20;50;0;0;0;0;;0;A;N;;0;;8,037;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
