CODIGO;CODBARRA1;CODBARRA2;CODBARRA3;CODAUXILI1;CODAUXILI2;DESCRICAO;DESCREDUZI;DESCDETA1;DESCDETA2;DESCDETA3;DESCDETA4;LOCALIZA;SUBGRUPO;GRUPO;DEPARTAMEN;MARCA;PRECOVENDA;MARGEM;ESTOQUE;ESTOQUEMIN;ESTOQUEIDE;ESTOQUEPEN;UNIDADE;PESO;SITUACAO;TIPO;DATAALT;AGRUPAMENT;FRACIONADO;CUSTOMEDIO;PERCOMIS;NAOCOMIS;FATORCONV;CST;ORIGEM;NCM;ICMSIN;ICMSINREV;ICMSININD;ICMSINPER1;ICMSINPER2;ICMS;ICMSCN;ICMSCR;ICMSINDU;ICMSPER1;ICMSPER2;PISCOF;ALIPI;CREDICMS;PPB;FABPROPRI;RECSTANT;GRADEPRINC;GRADE1;GRADE2
2;24;;;;;ADAPTADOR TOMADA BIPOLAR/TRIPOLAR;ADAPTADOR BIPOLAR;;;;;;93;1;1;0;2;50;1;10;0;0;;0;A;N;;0;;1,014;0;;;41;0;85369090;1;1;1;0;0;1;1;1;1;0;0;1;0;0,122;0;;;0;0;0
3;31;;;;;ADAPTADOR DB25 F X DB25 F;ADAPTADOR DB25 F X DB2;;;;;;93;1;0;0;3;100;0;0;0;0;;0;A;N;;0;;1,18;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,142;0;;;0;0;0
4;10000045;;;;;ADAPTADOR DB25 M X DB25 M;ADAPTADOR DB25 M X DB25 M;;;;;;93;1;1;0;3;159;1;0;0;0;;0;A;N;;0;;1,16;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,139;0;;;0;0;0
5;10000052;;;;;ADAPTADOR DB9 F X DB9 F;ADAPTADOR DB9 F X DB9 F;;;;;;93;1;0;0;3;384;1;0;0;0;;0;A;N;;0;;0,62;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,074;0;;;0;0;0
6;10000069;;;;;ADAPTADOR DB9 M X DB25 F;ADAPTADOR DB9 M X DB25 F;;;;;;93;1;0;0;5;50;9;0;0;0;;0;A;N;;0;;1,334;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,16;0;;;0;0;0
7;10000076;;;;;ADAPTADOR DB9 M X DB9 M;ADAPTADOR DB9 M X DB9 M;;;;;;93;1;0;0;3;384;7;0;0;0;;0;A;N;;0;;0,62;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,074;0;;;0;0;0
11;116;4,89503E+12;;;;PILHA CR2032 BATERIA P/ PLACA MAE (UNIDADE);PILHA BATERIA PARA PLACA;;;;;;8;1;1;0;3;100;-3;10;0;0;;0;A;N;20140715;0;;0,65;0;;;;0;85065010;2;2;2;0;0;6;6;6;6;0;0;1;0;0,01;0;;;0;0;0
12;123;;;;;CABO FORCA P/ MICRO 3 PINOS PADRAO AMERICANO;CABO FORCA 3 PINOS;;;;;;7;1;1;0;5;40;12;0;0;0;;0;A;N;20150601;0;;2,667;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0,1;0;;;0;0;0
14;147;;;;;CABO REDE FURUKAWA SOHO PLUS (METRO);CABO REDE FURUKAWA;;;;;;7;1;1;0;1,5;35;84;0;0;400;;0;A;N;20150514;0;;0,855;0;;;41;0;85444900;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
15;154;;;;;CABO REDE NEXANS CAT 5E AZUL (METRO);CABO REDE NEXANS;;;;;;7;1;1;0;1;40;0;350;0;0;;0;A;N;20120314;0;;0,584;0;;;41;0;85444900;1;1;1;0;0;1;1;1;1;0;0;1;0;0,011;0;;;0;0;0
16;161;;;;;CABO TELEFONE 2M LISO PRETO 2 VIAS RJ11;FIO TELEFONE;;;;;;7;1;1;0;5;200;7;2;0;0;;0;A;N;20140819;0;;0,87;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
18;185;;;;;CABO TELEFONE 10M LISO;FIO TELEFONE PRET;;;;;;7;1;1;0;7;80;0;0;0;0;;0;A;N;;0;;1,891;0;;;41;0;85444200;1;1;1;0;0;1;1;1;1;0;0;1;0;0,227;0;;;0;0;0
19;192;;;;;CABO TELEFONE  5M LISO;FIO TELEFONE PRETO;;;;;;7;1;0;0;4;100;0;0;0;0;;0;A;N;;0;;1,521;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,183;0;;;0;0;0
21;17;;;;;CABO EXTENSOR MONITOR 1.8M;CABO EXTENSOR MONITOR;;;;;;7;1;1;0;15;100;1;2;0;0;;0;A;N;20131111;0;S;6,723;0;;;;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
22;222;;;;;CABO EXTENSOR TECLADO AT CLONE 5009;CABO EXTENSOR TECLADO;;;;;;7;1;1;0;7;100;20;0;0;0;;0;A;N;20120920;0;;3,367;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,404;0;;;0;0;0
23;239;;;;;CABO IMPRESSORA PARALELA 1.8M LEADERSHIP;CABO PARA IMPRESSORA P;;;;;;7;1;1;0;15;40;2;3;0;0;;0;A;N;20150528;0;;5,9;0;;;41;0;85444200;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
29;291;;;;;CARTUCHO HP 27 PRETO C8727AB 11ML;CARTUCHO HP C8727AB;;;;;;5;1;1;0;49;40;0;0;0;0;;0;A;N;20140715;0;;25,608;0;;;;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;0,358;645;;;0;0;0
30;307;8,84421E+11;8,84421E+11;;;CARTUCHO HP 28 COLOR C8728AB 9ML;CARTUCHO HP C8728AB;;;;;;5;1;1;0;105;40;2;1;0;0;;0;A;N;20151030;0;;71,159;0;;;;4;84439923;2;2;2;0;0;9;9;9;9;0;0;1;0;8,35;645;;;0;0;0
33;338;;;;;CARTUCHO WP 14 (610, 656, APOLLO);CARTUCHO WP 14;;;;;;6;1;0;0;21;30;0;0;0;0;;0;A;N;;0;;15,9;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,908;0;;;0;0;0
36;369;;;;;CARTUCHO WP 29 (600, 660, 680, 692);CARTUCHO WP 629;;;;;;6;1;0;0;10;30;0;0;0;0;;0;A;N;;0;;5;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,6;0;;;0;0;0
38;383;;;;;CARTUCHO WP 45 (700, 800, 900);CARTUCHO WP 645;;;;;;6;1;0;0;15;30;0;0;0;0;;0;A;N;;0;;10;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,2;0;;;0;0;0
40;406;;;;;CARTUCHO WP 56 (5550, 5650, 1210);CARTUCHO WP 6656;;;;;;6;1;0;0;15;30;0;0;0;0;;0;A;N;;0;;9,254;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,11;0;;;0;0;0
41;413;;;;;CARTUCHO WP 57 (5550, 5650, 1210);CARTUCHO WP 6657;;;;;;6;1;0;0;55;30;0;0;0;0;;0;A;N;;0;;37,615;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;4,514;0;;;0;0;0
43;437;;;;;CARTUCHO RECICL HP 27 (3320, 3420, 3550);CARTUCHO 8727;;;;;;6;1;1;0;20;30;0;0;0;0;;0;A;N;20111119;0;;6,536;0;;;;0;84439923;1;1;1;0;0;1;1;1;1;0;0;1;0;0,784;0;;;0;0;0
44;444;;;;;CARTUCHO WP 28 (3320, 3420, 3550);CARTUCHO WP 8728;;;;;;6;1;0;0;48;30;0;0;0;0;;0;A;N;;0;;26,773;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,548;0;;;0;0;0
45;451;;;;;CARTUCHO WP 23 (810);CARTUCHO WP 823;;;;;;6;1;0;0;25,5;30;0;0;0;0;;0;A;N;;0;;17;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;2,04;0;;;0;0;0
47;475;;;;;MIDIA CD-R UNIDADE;CDR DE TUBO UNIDADE;;;;;;18;1;1;0;0,75;50;0;150;0;0;;0;A;N;;0;;0,304;0;;;241;2;85234011;2;2;2;0;0;6;6;6;6;0;0;1;0;0,035;0;;;0;0;0
51;512;;;;;MIDIA CD-RW MAXPRINT UNIDADE;CDRW BOX UNIDADE;;;;;;18;1;1;0;2;50;0;5;0;0;;0;A;N;;0;;1;0;;;;2;85234019;2;2;2;0;0;6;6;6;6;0;0;1;0;0,108;0;;;0;0;0
52;529;7,89894E+12;;;;CONECTOR RJ45 AVULSO P/ REDE;CONECTOR RJ45 REDE;;;;;;23;1;1;0;0,7;200;533;200;0;70;;0;A;N;20131127;0;;0,117;0;;;241;2;85177099;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
55;550;;;;;COOLER MICRO VENTILADOR 120X120X25;COOLER MICROFINS P/ AT;;;;;;9;1;1;0;15;40;0;0;0;0;;0;A;N;;0;;5,722;0;;;;0;84145990;1;1;1;0;0;4;4;7;7;0;0;1;0;0,687;0;;;0;0;0
58;581;;;;;DISQUETE LEADERSHIP KELPEX - CAIXA C/ 10;DISQUETE CAIXA;;;;;;18;1;1;0;15;40;0;3;0;0;;0;A;N;20120928;0;;4,5;0;;;;0;85234011;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
59;598;;;;;DISQUETE - UNIDADE;DISQUETE UNIDADE;;;;;;18;1;1;0;2;60;0;5;0;0;;0;A;N;20120209;0;;0,45;0;;;;0;85234011;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
63;635;;;;;DRIVE 1.44 BRANCO;DRIVE 1.44 BRANCO;;;;;;11;1;0;0;25;50;13;0;0;0;;0;A;N;;0;;10,213;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,226;0;;;0;0;0
69;697;;;;;ESTABILIZADOR SMS 4 TOMADAS PRETO;ESTABILIZADOR SMS REVO;;;;;;12;1;1;0;50;40;0;3;0;0;;0;A;N;;0;;30,258;0;;;41;4;90328911;1;1;1;0;0;2;2;2;2;0;0;1;0;3,631;713;;;0;0;0
72;727;;;;;FILTRO DE LINHA CLONE MARFIM;FILTRO DE LINHA 10 TOM;;;;;;8;1;0;0;18;50;0;5;0;0;;0;A;N;;0;;9,541;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
76;765;;;;;FITA P/ IMP. EPSON LX300/810 COMPATIVEL;FITA EPSON LX300/810;;;;;;8;1;1;0;10;50;-2;3;0;0;;0;A;N;20150506;0;;5;0;;;41;0;96121090;1;1;1;0;0;4;4;7;7;0;0;1;0;0;0;;;0;0;0
78;789;;;;;FONTE AT  GENERICA 400 WATS;FONTE AT 400W;;;;;;16;1;0;0;50;50;0;1;0;0;;0;A;N;;0;;23,201;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;2,784;0;;;0;0;0
83;833;;;;;JOYSTICK GENIUS MAXFIRE G-08X2;JOYSTICK GENIUS;;;;;;8;1;1;0;30;50;0;1;0;0;;0;A;N;20120918;0;;18,528;0;;;;2;95045000;1;1;1;0;0;4;4;7;7;0;0;1;0;1,555;0;;;0;0;0
87;871;;;;;HEADSET C/ MICR. MARFIM;MICROFONE C/ FONE DE O;;;;;;21;1;1;0;14;50;0;3;0;0;;0;A;N;20140905;0;;7,34;0;;;;2;85183000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,881;0;;;0;0;0
89;895;;;;;MODEM ADSL D-LINK 500B;MODEM ADSL DLINK;;;;;;19;1;1;0;85;40;0;0;0;0;;0;A;N;20120416;0;;54,959;0;;;;0;85176255;2;2;2;0;0;6;6;6;6;0;0;2;0;0,213;0;;;0;0;0
96;963;;;;;MOUSE USB SATELLITE NETSCROLL;MOUSE GENNIUS USB;;;;;;10;1;0;0;30;50;0;5;0;0;;0;A;N;;0;;19,44;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
100;1007;;;27375;27386;NOBREAK SMS NET STATION  600VA MONO;NOBREAK NET SMS;;;;;;101;1;1;0;265;40;0;0;0;0;;0;A;N;20120109;0;;183;0;;;41;4;85044040;2;2;2;0;0;9;9;9;9;0;0;1;0;0;823;;;0;0;0
101;1014;;;;;PAD MOUSE CLONE FOTOS;PAD MOUSE GRAVURAS;;;;;;10;1;1;0;4;50;0;10;0;0;;0;A;N;;0;;2,23;0;;;;2;40169990;1;1;1;0;0;4;4;7;7;0;0;1;0;0,267;0;;;0;0;0
102;1021;;;;;PAD MOUSE RECORTADO JETLINE;PAD MOUSE RECORTADO;;;;;;10;1;1;0;7;50;0;0;0;0;;0;A;N;;0;;4;0;;;41;0;39261000;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
104;1045;;;;;PLACA REDE PCI 10/100 REALTEK;PLACA DE REDE PCI ENCO;;;;;;23;1;1;0;20;50;78;0;0;0;;0;A;N;20120109;0;;7,863;0;;;;0;84733099;2;2;2;0;0;6;6;6;6;0;0;1;0;0,944;0;;;0;0;0
106;1069;;;;;PLACA SOM PCI CRISTAL 32 BITS;PLACA DE SOM PCI CRIST;;;;;;8;1;1;0;35;62;0;1;0;0;;0;A;N;20120109;0;;16,186;0;;;241;2;84733049;2;2;2;0;0;6;6;6;6;0;0;1;0;1,942;0;;;0;0;0
107;1076;;;;;PLACA IDE ISA SUPER IDE AT;PLACA ISA SUPER IDE AT;;;;;;8;1;0;0;60;40;0;0;0;0;;0;A;N;;0;;37,97;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;4,556;0;;;0;0;0
108;1083;;;;;PLACA PCI 2 SERIAIS 1 PARALELA;PLACA PCI 2 SERIAIS 1;;;;;;8;1;1;0;55;50;0;0;0;0;;0;A;N;20120109;0;;33,007;0;;;;2;84733049;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
109;1090;;;;;PLACA PCI COM SAIDAS USB 2.0;PLACA PCI COM USB;;;;;;8;1;0;0;30;50;0;0;0;0;;0;A;N;;0;;20;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
114;1144;;;;;CAIXA DE SOM 180W;CAIXA DE SOM 180W;;;;;;24;1;1;0;12;60;0;5;0;0;;0;A;N;20150124;0;;8,149;0;;;41;0;85185000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,978;0;;;0;0;0
118;1182;;;;;SWITCH 10/100 MYMAX 8 PORTAS MSWI/S1008D;SWITCH 8 PORTAS;;;;;;103;1;1;0;55;40;0;2;0;0;;0;A;N;20140115;0;;28,796;0;;;241;2;85176239;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
122;1229;;;;;TECLADO PS2 GENERICO BRANCO;TECLADO PS2 GENERICO;;;;;;25;1;0;0;18;50;0;10;0;0;;0;A;N;;0;;9,191;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;1,103;0;;;0;0;0
123;1236;;;;;TECLADO PS2 GENERICO PRETO;TECLADO PS2 PRETO;;;;;;25;1;1;0;12;50;0;0;0;0;;0;A;N;20120109;0;;8,699;0;;;41;0;84716052;2;2;2;0;0;6;6;6;6;0;0;1;0;1,044;0;;;0;0;0
124;1243;;;;;KIT TECLADO SEM FIO C/ MOUSE CLONE;TECLADO WIRELESS C/  T;;;;;;25;1;1;0;125;50;0;0;0;0;;0;A;N;20130706;0;;83,944;0;;;;0;;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;;;0;0;0
125;1250;;;;;TESTADOR DE CABO DE REDE RJ45/RJ11 ALLTECH;TESTADOR DE CABOS;;;;;;8;1;1;0;29,9;50;0;0;0;0;;0;A;N;20140902;0;;16,607;0;;;41;0;90308990;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
133;1335;;;;;PLACA DE VIDEO PCI 8MB SIS;VGA PCI ATI 8MB;;;;;;22;1;1;0;50;35;0;1;0;0;;0;A;N;;0;;31,294;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;3,755;0;;;0;0;0
148;1489;;;;;TONER RECICL 12A RECARGA HP;TONER RECARGA;;;;;;17;1;1;0;50;40;0;0;0;0;;0;A;N;;0;;30;0;;;;0;84439933;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
149;1496;;;;;IMPRESSORA EPSON LX300+;IMPRESSORA LX300;;;;;;64;1;1;0;799;40;0;0;0;0;;0;A;N;20120516;0;;563,48;0;;;;0;84433223;2;2;2;0;0;6;6;6;6;0;0;1;0;0;0;;;0;0;0
1007;10078;;;;;AGENDA TELE DE MESA TITIBRA;AGENDA TELEF. DE MESA;;;;;;30;2;0;0;6,2;50;10;0;0;0;;0;A;N;;0;;4,07;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,488;0;;;0;0;0
1008;10010082;;;;;ALFINETES PARA MAPA CX. C/ 50;ALFINETES PARA MAPA CX. C;;;;;;31;1;0;0;2;40,8;4;0;0;0;;0;A;N;;0;;1,42;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,17;0;;;0;0;0
1011;10010112;;;;;ALMOFADA PARA CARIMBO N.3 VERMELHA;ALMOFADA PARA CARIMBO N.3;;;;;;32;0;0;0;4,3;51,1;3;0;0;0;;0;A;N;;0;;2,87;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,344;0;;;0;0;0
1012;10010129;;;;;APAGADOR P/QUADRO BRCO C/PORTA MARC;APAGADOR P/QUADRO BRCO C/;;;;;;33;0;0;0;5,5;89,7;1;0;0;0;;0;A;N;;0;;2,9;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,348;0;;;0;0;0
1013;10010136;;;;;APONTADOR COM DEPOSITO CORES SORTID;APONTADOR COM DEPOSITO CO;;;;;;34;0;0;0;2;60,3;3;0;0;0;;0;A;N;;0;;0,936;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,112;0;;;0;0;0
1014;10010143;;;;;APONTADOR METALICO SIMPLES;APONTADOR METALICO SIMPLE;;;;;;34;0;0;0;1;77,5;12;0;0;0;;0;A;N;;0;;0,563;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,068;0;;;0;0;0
1016;10010167;;;;;APONTADOR SIMPLES CORES SORTIDAS;APONTADOR SIMPLES CORES S;;;;;;34;0;0;0;1;83,5;19;0;0;0;;0;A;N;;0;;0,436;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,052;0;;;0;0;0
1021;10010211;;;;;BLOCOS PARA CARTA PAUTADO 205X265 5;BLOCOS PARA CARTA PAUTADO;;;;;;35;0;0;0;1,6;52,4;9;0;0;0;;0;A;N;;0;;1,05;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,126;0;;;0;0;0
1023;10010235;;;;;BLOCOS TECNICOS CANSON A-4 BRCO 140;BLOCOS TECNICOS CANSON A-;;;;;;35;0;0;0;3,9;86,6;8;0;0;0;;0;A;N;;0;;2,09;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,251;0;;;0;0;0
1029;10010297;;;;;BORRACHA PRIMA 40 LAPIS/CANETA;BORRACHA PRIMA 40 LAPIS/C;;;;;;37;0;0;0;0,5;114,3;27;0;0;0;;0;A;N;;0;;0,14;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,017;0;;;0;0;0
1060;10010600;;;;;CAD. BROCHURA C.D. 48 FOLHAS VERDE;CAD. BROCHURA C.D. 48 FOL;;;;;;46;0;0;0;2;63,9;1;0;0;0;;0;A;N;;0;;1,22;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,146;0;;;0;0;0
1062;10010624;;;;;CAD. BROCHURA C.D. 96 FOLHAS AZUL;CAD. BROCHURA C.D. 96 FOL;;;;;;46;0;0;0;3,3;88,6;2;0;0;0;;0;A;N;;0;;1,75;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,21;0;;;0;0;0
1065;10010655;;;;;CAD. BROCHURA FLEX. 48 FOLHAS LALA;CAD. BROCHURA FLEX. 48 FO;;;;;;46;0;0;0;0,8;92,8;48;0;0;0;;0;A;N;;0;;0,415;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,05;0;;;0;0;0
1070;10010709;;;;;CAD. DESENHO BROCHURA 40FLS.;CAD. DESENHO BROCHURA 40F;;;;;;46;0;0;0;0,8;73,9;2;0;0;0;;0;A;N;;0;;0,46;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,055;0;;;0;0;0
1073;10010730;;;;;CAD. DESENHO S/SEDA ESPIRAL 48FLS.;CAD. DESENHO S/SEDA ESPIR;;;;;;46;0;0;0;1,9;91,9;3;0;0;0;;0;A;N;;0;;0,99;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,119;0;;;0;0;0
1081;10010815;;;;;CADERNETA ESPIRAL 1/8 ANOTACOES 48F;CADERNETA ESPIRAL 1/8 ANO;;;;;;46;0;0;0;0,65;85,7;9;0;0;0;;0;A;N;;0;;0,35;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,042;0;;;0;0;0
1082;10010822;;;;;CADERNETA ESPIRAL 1/8 ANOTACOES 96F;CADERNETA ESPIRAL 1/8 ANO;;;;;;46;0;0;0;1,5;86,6;12;0;0;0;;0;A;N;;0;;0,82;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,098;0;;;0;0;0
1084;10010846;;;;;CANETA BORRACHA/REFIL CIS AUTO ERAS;CANETA BORRACHA/REFIL CIS;;;;;;43;0;0;0;1,8;47,9;20;0;0;0;;0;A;N;;0;;1,217;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,146;0;;;0;0;0
1091;10010914;;;;;CANETA ESF. CIS SILVER STICK PRETA;CANETA ESF. CIS SILVER ST;;;;;;43;2;2;0;0,5;53,5;0;0;0;0;;0;A;N;20150815;0;;0,228;0;;;;0;96081000;1;1;1;0;0;1;1;1;1;0;0;1;0;0,027;0;;;0;0;0
1092;10010921;;;;;CANETA ESF. CIS SILVER STICK VERMEL;CANETA ESF. CIS SILVER ST;;;;;;43;2;2;0;0,5;53,5;0;0;0;0;;0;A;N;20150815;0;;0,228;0;;;;0;96081000;1;1;1;0;0;1;1;1;1;0;0;1;0;0,027;0;;;0;0;0
1099;10010990;;;;;CANETA ESF. MEGA STAR P.MEDIA AZUL;CANETA ESF. MEGA STAR P.M;;;;;;43;0;0;0;0,5;76,5;19;0;0;0;;0;A;N;;0;;0,17;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,02;0;;;0;0;0
1100;10011003;;;;;CANETA ESF. MEGA STAR P.MEDIA PRETA;CANETA ESF. MEGA STAR P.M;;;;;;43;0;0;0;0,5;76,5;39;0;0;0;;0;A;N;;0;;0,17;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,02;0;;;0;0;0
1110;11105;;;;;CANETA PARA CD 2.0MM PILOT AZUL;CANETA MARCADOR PERM.;;;;;;43;2;2;0;5;100;0;5;0;0;;0;A;N;20150320;0;;1,788;0;;;;0;96082000;1;1;1;0;0;4;4;7;7;0;0;1;0;0,214;0;;;0;0;0
1111;11112;7,89742E+12;;;;CANETA PARA CD 2.0MM PILOT PRETA;CANETA MARCADOR PERM.;;;;;;43;2;2;0;5;100;5;5;0;0;;0;A;N;20150320;0;;2,218;0;;;41;0;96082000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,246;0;;;0;0;0
1112;11129;7,89742E+12;;;;CANETA PARA CD 2.0MM PILOT VERMELHA;CANETA MARCADOR PERM.;;;;;;43;2;2;0;5;100;18;5;0;0;;0;A;N;20150320;0;;1,8;0;;;;0;96082000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,203;0;;;0;0;0
1113;10011133;;;;;CANETA PARA CD PONTA FINA PRETA;CANETA MARCADOR PERM.;;;;;;43;2;2;0;3;100;0;5;0;0;;0;A;N;;0;;1,34;0;;;;0;96082000;1;1;1;0;0;4;4;7;7;0;0;1;0;0,161;0;;;0;0;0
1119;10011195;7,89893E+12;;;;CLIPS GALVANIZADOS REF.2/0 500GRS.;CLIPS GALVANIZADOS REF.2/;;;;;;41;2;2;0;8;45,5;1;0;0;0;;0;A;N;;0;;5,725;0;;;41;0;83059000;1;1;1;0;0;1;1;1;1;0;0;1;0;0,691;0;;;0;0;0
1120;10011201;;;;;CLIPS GALVANIZADOS REF.2/0 C/100UND;CLIPS GALVANIZADOS REF.2/;;;;;;41;0;0;0;1;63;1;0;0;0;;0;A;N;;0;;0,46;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,055;0;;;0;0;0
1132;10011324;;;;;COMPASSO JOLLY ESCOLAR C/CREMALHEIR;COMPASSO JOLLY ESCOLAR C/;;;;;;45;0;0;0;2,4;81,1;10;0;0;0;;0;A;N;;0;;1,325;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,159;0;;;0;0;0
1141;11419;;;;;ENVELOPE COMERCIAL C/RPC 114X162 63;ENVELOPE COMERCIAL C/R;;;;;;49;2;2;0;0,05;190;299;0;0;0;;0;A;N;20140802;0;;0,017;0;;;;0;48171000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,002;0;;;0;0;0
1142;10011423;;;;;ENVELOPE OFICIO C/RPC 114X229 63G.;ENVELOPE OFICIO C/RPC 114;;;;;;49;0;0;0;0,1;104,1;1012;0;0;0;;0;A;N;;0;;0,025;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,003;0;;;0;0;0
1143;10011430;;;;;ENVELOPE SACO BRANCO 260X360;ENVELOPE SACO BRANCO 260X;;;;;;49;0;0;0;0,3;78,6;0;0;0;0;;0;A;N;;0;;0,168;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,02;0;;;0;0;0
1144;11440;;;;;ENVELOPE SACO OURO 176X250 KO 25 8;ENVELOPE SACO OURO 17;;;;;;49;2;2;0;0,2;100;246;0;0;0;;0;A;N;;0;;0,093;0;;;;0;48171000;1;1;1;0;0;4;4;7;7;0;0;1;0;0,004;0;;;0;0;0
1145;10011454;7,89621E+12;;;;ENVELOPE SACO OURO 240X340;ENVELOPE SACO OURO 24;;;;;;49;2;2;0;0,4;100;594;0;0;0;;0;A;N;20140716;0;;0,23;0;;;;0;48171000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,023;0;;;0;0;0
1146;10011461;;;;;ESPETO PARA PAPEIS PLASTICO CORES S;ESPETO PARA PAPEIS PLASTI;;;;;;50;2;2;0;2,5;167,9;7;0;0;0;;0;A;N;20140602;0;;0,933;0;;;;0;84729040;1;1;1;0;0;1;1;1;1;0;0;1;0;0,112;0;;;0;0;0
1147;10011478;;;;;ESQUADROS PLASTICO 45 GRAUS;ESQUADROS PLASTICO 45 GRA;;;;;;51;0;0;0;0,6;130,8;15;0;0;0;;0;A;N;;0;;0,26;0;;;;;;1;1;1;0;0;1;1;1;1;0;0;1;0;0,031;0;;;0;0;0
1149;10011492;;;;;ESTILETE ESTREITO CORPO TRANSPARENT;ESTILETE ESTREITO CORPO T;;;;;;52;2;2;0;1,5;101;17;0;0;0;;0;A;N;20140727;0;;0,581;0;;;;0;82111000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,03;0;;;0;0;0
1150;10011508;;;;;ESTILETE LARGO CORES DIVERSAS;ESTILETE LARGO CORES DIVE;;;;;;52;2;2;0;2,5;90,9;20;0;0;0;;0;A;N;20140727;0;;0,97;0;;;;0;82111000;2;2;2;0;0;6;6;6;6;0;0;1;0;0,06;0;;;0;0;0
